Z:\0self driving track data2\IMG\center_2018_09_23_01_24_50_436.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_50_436.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_50_436.jpg, 0, 0, 0, 8.280555E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_50_536.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_50_536.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_50_536.jpg, 0, 0, 0, 7.820119E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_50_638.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_50_638.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_50_638.jpg, 0, 0, 0, 8.051535E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_50_739.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_50_739.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_50_739.jpg, 0, 0, 0, 7.901782E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_50_840.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_50_840.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_50_840.jpg, 0, 0, 0, 7.897661E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_50_941.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_50_941.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_50_941.jpg, 0, 0, 0, 7.792769E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_51_043.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_51_043.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_51_043.jpg, 0, 0, 0, 7.773942E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_51_145.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_51_145.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_51_145.jpg, 0, 0, 0, 7.912763E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_51_246.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_51_246.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_51_246.jpg, 0, 0, 0, 7.818142E-05
Z:\0self driving track data2\IMG\center_2018_09_23_01_24_51_348.jpg, Z:\0self driving track data2\IMG\left_2018_09_23_01_24_51_348.jpg, Z:\0self driving track data2\IMG\right_2018_09_23_01_24_51_348.jpg, 0, 0, 0, 7.809046E-05
